스킬 ID,기술 이름,기술 설명,기술 종류,속성,대상,위력,속도 보정,투지 소모,허용 초과,효과 그룹,(이름),(초안),(캐릭터),(원안),(살펴볼 것)
SKL_5034,SKL_5034_NAME,SKL_5034_DESC,ultimate,WILD,enemy_one,7,0,3,,EFG_5034,"=IFERROR(VLOOKUP($B104,string!$A:$B,2,FALSE),"""")",초안,CHR_034,적 1명에게 물리 피해를 입힌다. 50%의 확률로 출혈을 부여한다.,확률 50%
SKL_7034,SKL_7034_NAME,SKL_7034_DESC,passive,,self,0,,,,EFG_7034,"=IFERROR(VLOOKUP($B105,string!$A:$B,2,FALSE),"""")",초안,CHR_034,본인 체력보다 상대 체력이 낮으면 공격력 1.2배 상승,조건 hp_below · 조건 target_hp_below
SKL_1035,SKL_1035_NAME,SKL_1035_DESC,basic,ARCANE,enemy_one,0,0,,12,EFG_1035,"=IFERROR(VLOOKUP($B106,string!$A:$B,2,FALSE),"""")",초안,CHR_035,"기본 공격력 x0.5. 적 1명 지정 표식, 허약, 침묵 중 랜덤 부여",무작위 — 확률로 옮긴다
SKL_5035,SKL_5035_NAME,SKL_5035_DESC,ultimate,ARCANE,enemy_all,6,0,6,,EFG_5035,"=IFERROR(VLOOKUP($B107,string!$A:$B,2,FALSE),"""")",초안,CHR_035,"자신의 체력이 낮을 때 사용. 사용 시 코스모 도리스는 리타이어.
적 전체 대상: 기절, (HP를 제외한)랜덤한 능력치 2개를 1씩 감소.",무작위 — 확률로 옮긴다 · 퇴장 · 조건 hp_below · 예산 밖 stun
SKL_7035,SKL_7035_NAME,SKL_7035_DESC,passive,,enemy_all,0,,,,EFG_7035,"=IFERROR(VLOOKUP($B108,string!$A:$B,2,FALSE),"""")",초안,CHR_035,처음 맞은 공격의 대미지를 50%로 감소,
SKL_1036,SKL_1036_NAME,SKL_1036_DESC,basic,WILD,enemy_one,4,0,,,EFG_1036,"=IFERROR(VLOOKUP($B109,string!$A:$B,2,FALSE),"""")",초안,CHR_036,대상에게 기본 공격력이 0.9배 피해를 주고 현재 체력의 5% 회복한다,
SKL_5036,SKL_5036_NAME,SKL_5036_DESC,ultimate,WILD,enemy_one,7,0,3,,EFG_5036,"=IFERROR(VLOOKUP($B110,string!$A:$B,2,FALSE),"""")",초안,CHR_036,적을 삼켜 1.3배의 피해를 주고 현재 체력의 10% 회복한다(투지 6 소모),
SKL_7036,SKL_7036_NAME,SKL_7036_DESC,passive,,self,0,,,,EFG_7036,"=IFERROR(VLOOKUP($B111,string!$A:$B,2,FALSE),"""")",초안,CHR_036,배틀 시작 시 자신이 받는 피해를 1회만 무효,전투 시작 시 — 8단계 필요
SKL_1037,SKL_1037_NAME,SKL_1037_DESC,basic,ARCANE,enemy_one,8,0,,,EFG_1037,"=IFERROR(VLOOKUP($B112,string!$A:$B,2,FALSE),"""")",초안,CHR_037,적 1명 데미지+ 출혈,
SKL_5037,SKL_5037_NAME,SKL_5037_DESC,ultimate,ARCANE,enemy_one,8,0,4,,EFG_5037,"=IFERROR(VLOOKUP($B113,string!$A:$B,2,FALSE),"""")",초안,CHR_037,가장 약한 적 처형,예산 밖 execute
SKL_7037,SKL_7037_NAME,SKL_7037_DESC,passive,,self,0,,,,EFG_7037,"=IFERROR(VLOOKUP($B114,string!$A:$B,2,FALSE),"""")",초안,CHR_037,적 사망 시 남은 적 방어력 감소(수치 오마카세),
SKL_1038,SKL_1038_NAME,SKL_1038_DESC,basic,WILD,enemy_one,9,0,,,EFG_1038,"=IFERROR(VLOOKUP($B115,string!$A:$B,2,FALSE),"""")",,CHR_038,하늘에서 내리찍는다. 상대에게 공격력의 1.2 배의 데미지를 주고 해당 데미지의 15% 만큼 본인도 데미지를 입는다.,예산 밖 recoil
SKL_5038,SKL_5038_NAME,SKL_5038_DESC,ultimate,WILD,enemy_one,10,0,3,,EFG_5038,"=IFERROR(VLOOKUP($B116,string!$A:$B,2,FALSE),"""")",초안,CHR_038,자신의 체력이 30%보다 낮을때만 사용 가능. 적 모두에게 강력한 공격을 하고 스스로 기절한다.,조건 hp_below · 예산 밖 stun
SKL_7038,SKL_7038_NAME,SKL_7038_DESC,passive,,self,0,,,,EFG_7038,"=IFERROR(VLOOKUP($B117,string!$A:$B,2,FALSE),"""")",초안,CHR_038,적들은 피코의 아름다운 깃털에 현혹된다. 전투 시작 시 적 모두를 2턴 동안 쇠약 상태로 만든다.,전투 시작 시 — 8단계 필요 · 예산 밖 blind
SKL_1039,SKL_1039_NAME,SKL_1039_DESC,basic,WILD,enemy_one,7,0,,,EFG_1039,"=IFERROR(VLOOKUP($B118,string!$A:$B,2,FALSE),"""")",,CHR_039,적 1기에게 기본 공격력의 100프로 피해를 주고 대상과 자신의 랜덤 능력치 각 1랭크 하락,무작위 — 확률로 옮긴다
SKL_5039,SKL_5039_NAME,SKL_5039_DESC,ultimate,DIVINE,enemy_one,4,0,3,,EFG_5039,"=IFERROR(VLOOKUP($B119,string!$A:$B,2,FALSE),"""")",,CHR_039,자신의 랜덤 능력치 1랭크 다운 후 랜덤 단일 적에게 공격력의 65%만큼의 피해'를 랜덤 1~4회 반복(못 멈춤),무작위 — 확률로 옮긴다
SKL_7039,SKL_7039_NAME,SKL_7039_DESC,passive,,self,0,,,,EFG_7039,"=IFERROR(VLOOKUP($B120,string!$A:$B,2,FALSE),"""")",초안,CHR_039,자신이 받은 랭크 변동을 반대로 적용한다,
SKL_1040,SKL_1040_NAME,SKL_1040_DESC,basic,DIVINE,ally_all,0,0,,2,EFG_1040,"=IFERROR(VLOOKUP($B121,string!$A:$B,2,FALSE),"""")",초안,CHR_040,50% 확률로 방어하고 자신의 투지를 올린다,확률 50%
SKL_5040,SKL_5040_NAME,SKL_5040_DESC,ultimate,ARCANE,enemy_all,6,0,4,,EFG_5040,"=IFERROR(VLOOKUP($B122,string!$A:$B,2,FALSE),"""")",,CHR_040,일시적으로 자신의 방어력과 공격력을 전환해 공격한다,전환
SKL_7040,SKL_7040_NAME,SKL_7040_DESC,passive,,self,0,,,,EFG_7040,"=IFERROR(VLOOKUP($B123,string!$A:$B,2,FALSE),"""")",초안,CHR_040,체력이 50% 이하로 떨어질 시 방어력이 상승한다 (최대 3),
SKL_1041,SKL_1041_NAME,SKL_1041_DESC,basic,WILD,enemy_one,7,0,,,EFG_1041,"=IFERROR(VLOOKUP($B124,string!$A:$B,2,FALSE),"""")",초안,CHR_041,적 로캣몬 1기에게 강한 공격을 준다,
SKL_5041,SKL_5041_NAME,SKL_5041_DESC,ultimate,WILD,enemy_one,5,0,3,,EFG_5041,"=IFERROR(VLOOKUP($B125,string!$A:$B,2,FALSE),"""")",초안,CHR_041,속도에 관계없이 반드시 선공한다. 2회 연속으로 공격한다,연타
SKL_7041,SKL_7041_NAME,SKL_7041_DESC,passive,,self,0,,,,EFG_7041,"=IFERROR(VLOOKUP($B126,string!$A:$B,2,FALSE),"""")",초안,CHR_041,기절에 달하는 피해를 입을 경우 1회는 버틴다,버팀
SKL_1042,SKL_1042_NAME,SKL_1042_DESC,basic,ARCANE,enemy_one,4,-3,,,EFG_1042,"=IFERROR(VLOOKUP($B127,string!$A:$B,2,FALSE),"""")",초안,CHR_042,아군 1명 대상의 상태이상을 정화한다,
SKL_5042,SKL_5042_NAME,SKL_5042_DESC,ultimate,ARCANE,enemy_all,1,3,4,,EFG_5042,"=IFERROR(VLOOKUP($B128,string!$A:$B,2,FALSE),"""")",초안,CHR_042,적 모두에게 침묵을 2턴동안 준다 (투지5 소모),
SKL_7042,SKL_7042_NAME,SKL_7042_DESC,passive,,ally_weakest,0,-3,,,EFG_7042,"=IFERROR(VLOOKUP($B129,string!$A:$B,2,FALSE),"""")",초안,CHR_042,내 체력이 50%이하 도달시 가장 체력이 낮은 아군체력30%를 즉시 회복,조건 hp_below
SKL_2901,SKL_2901_NAME,SKL_2901_DESC,basic,WILD,enemy_one,8,0,2,,EFG_2901,"=IFERROR(VLOOKUP($B130,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2902,SKL_2902_NAME,SKL_2902_DESC,basic,ARCANE,enemy_all,4,0,2,,EFG_2902,"=IFERROR(VLOOKUP($B131,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2903,SKL_2903_NAME,SKL_2903_DESC,basic,ARCANE,enemy_weakest,7,0,2,,EFG_2903,"=IFERROR(VLOOKUP($B132,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2904,SKL_2904_NAME,SKL_2904_DESC,basic,ARCANE,enemy_one,8,0,2,,EFG_2904,"=IFERROR(VLOOKUP($B133,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2905,SKL_2905_NAME,SKL_2905_DESC,basic,ARCANE,enemy_all,4,0,2,,EFG_2905,"=IFERROR(VLOOKUP($B134,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2906,SKL_2906_NAME,SKL_2906_DESC,basic,ARCANE,enemy_weakest,7,0,2,,EFG_2906,"=IFERROR(VLOOKUP($B135,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2907,SKL_2907_NAME,SKL_2907_DESC,basic,DIVINE,enemy_one,8,0,2,,EFG_2907,"=IFERROR(VLOOKUP($B136,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2908,SKL_2908_NAME,SKL_2908_DESC,basic,DIVINE,enemy_all,4,0,2,,EFG_2908,"=IFERROR(VLOOKUP($B137,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2909,SKL_2909_NAME,SKL_2909_DESC,basic,DIVINE,enemy_weakest,7,0,2,,EFG_2909,"=IFERROR(VLOOKUP($B138,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2910,SKL_2910_NAME,SKL_2910_DESC,basic,DIVINE,ally_all,0,0,2,,EFG_2910,"=IFERROR(VLOOKUP($B139,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2911,SKL_2911_NAME,SKL_2911_DESC,basic,ARCANE,ally_all,0,0,2,,EFG_2911,"=IFERROR(VLOOKUP($B140,string!$A:$B,2,FALSE),"""")",공용,(공용),강사가 만든 공용 일반기. 여러 캐릭터가 함께 쓴다,
SKL_2025,SKL_2025_NAME,SKL_2025_DESC,basic,WILD,enemy_all,5,0,1,,EFG_2025,,역할군 개편,CHR_025,돌격자 · 값싼 광역,
SKL_2002,SKL_2002_NAME,SKL_2002_DESC,basic,WILD,enemy_one,7,0,1,,EFG_2002,,역할군 개편,CHR_002,돌격자 · 공격력을 깎는 한 방,
SKL_2019,SKL_2019_NAME,SKL_2019_DESC,basic,ARCANE,self,0,0,1,,EFG_2019,,역할군 개편,CHR_019,돌격자 · 버티고 되받는다,
SKL_2029,SKL_2029_NAME,SKL_2029_DESC,basic,WILD,self,0,0,1,,EFG_2029,,역할군 개편,CHR_029,돌격자 · 값싼 자기 강화,
SKL_2015,SKL_2015_NAME,SKL_2015_DESC,basic,WILD,enemy_one,7,0,2,,EFG_2015,,역할군 개편,CHR_015,돌격자 · 출혈을 겹친다,
SKL_2011,SKL_2011_NAME,SKL_2011_DESC,basic,WILD,enemy_one,7,0,1,,EFG_2011,,역할군 개편,CHR_011,돌격자 · 방어를 내주고 밀어붙인다,
SKL_2033,SKL_2033_NAME,SKL_2033_DESC,basic,WILD,ally_one,0,0,1,,EFG_2033,,역할군 개편,CHR_033,보호자 · 아군 하나를 대신 맞는다,
SKL_2023,SKL_2023_NAME,SKL_2023_DESC,basic,WILD,enemy_one,3,0,2,,EFG_2023,,역할군 개편,CHR_023,보호자 · 때리고 겨눔을 끈다,
SKL_2026,SKL_2026_NAME,SKL_2026_DESC,basic,ARCANE,enemy_all,3,0,2,,EFG_2026,,역할군 개편,CHR_026,보호자 · 전체를 훑고 겨눔을 끈다,
SKL_2003,SKL_2003_NAME,SKL_2003_DESC,basic,WILD,ally_all,0,0,1,,EFG_2003,,역할군 개편,CHR_003,보호자 · 아군 전체에 보호막,
SKL_2007,SKL_2007_NAME,SKL_2007_DESC,basic,WILD,self,0,0,1,,EFG_2007,,역할군 개편,CHR_007,보호자 · 보호막을 두르고 겨눔을 끈다,
SKL_2012,SKL_2012_NAME,SKL_2012_DESC,basic,ARCANE,self,0,0,1,,EFG_2012,,역할군 개편,CHR_012,보호자 · 겨눔을 끌고 방어를 세운다,
SKL_2004,SKL_2004_NAME,SKL_2004_DESC,basic,DIVINE,ally_one,0,0,2,,EFG_2004,,역할군 개편,CHR_004,치유자 · 크게 회복시키고 정화한다,
SKL_2009,SKL_2009_NAME,SKL_2009_DESC,basic,DIVINE,ally_one,0,0,1,,EFG_2009,,역할군 개편,CHR_009,치유자 · 투지와 체력을 함께 나눈다,
SKL_2016,SKL_2016_NAME,SKL_2016_DESC,basic,DIVINE,enemy_all,2,0,2,,EFG_2016,,역할군 개편,CHR_016,치유자 · 신성 광역,
SKL_2017,SKL_2017_NAME,SKL_2017_DESC,basic,ARCANE,ally_all,0,0,1,,EFG_2017,,역할군 개편,CHR_017,치유자 · 아군 전체에 보호막,
SKL_2028,SKL_2028_NAME,SKL_2028_DESC,basic,ARCANE,ally_weakest,0,0,1,,EFG_2028,,역할군 개편,CHR_028,치유자 · 가장 다친 아군에게 집중,
SKL_2042,SKL_2042_NAME,SKL_2042_DESC,basic,ARCANE,ally_one,0,0,2,,EFG_2042,,역할군 개편,CHR_042,치유자 · 아군 전체 회복,
SKL_2039,SKL_2039_NAME,SKL_2039_DESC,basic,WILD,self,0,0,1,,EFG_2039,,역할군 개편,CHR_039,암살자 · 다음 한 방을 준비한다,
SKL_2020,SKL_2020_NAME,SKL_2020_DESC,basic,WILD,enemy_one,8,0,2,,EFG_2020,,역할군 개편,CHR_020,암살자 · 먼저 닿고 도발을 지나친다,
SKL_2038,SKL_2038_NAME,SKL_2038_DESC,basic,WILD,enemy_one,6,0,1,,EFG_2038,,역할군 개편,CHR_038,암살자 · 몸을 태워 한 방을 만든다,
SKL_2018,SKL_2018_NAME,SKL_2018_DESC,basic,WILD,enemy_one,8,3,2,,EFG_2018,,역할군 개편,CHR_018,암살자 · 먼저 나가는 한 방,
SKL_2030,SKL_2030_NAME,SKL_2030_DESC,basic,WILD,enemy_one,5,0,1,,EFG_2030,,역할군 개편,CHR_030,암살자 · 벼르고 도발을 지나친다,
SKL_2037,SKL_2037_NAME,SKL_2037_DESC,basic,ARCANE,self,6,0,1,,EFG_2037,,역할군 개편,CHR_037,암살자 · 마력을 응축한다,
SKL_2005,SKL_2005_NAME,SKL_2005_DESC,basic,WILD,enemy_one,7,0,1,,EFG_2005,,역할군 개편,CHR_005,추격자 · 물고 늘어진다,
SKL_2031,SKL_2031_NAME,SKL_2031_DESC,basic,WILD,enemy_one,4,0,1,,EFG_2031,,역할군 개편,CHR_031,추격자 · 입을 막고 상처를 남긴다,
SKL_2027,SKL_2027_NAME,SKL_2027_DESC,basic,WILD,enemy_all,2,0,2,,EFG_2027,,역할군 개편,CHR_027,추격자 · 전장에 그물을 친다,
SKL_2032,SKL_2032_NAME,SKL_2032_DESC,basic,WILD,self,0,0,1,,EFG_2032,,역할군 개편,CHR_032,추격자 · 벼려서 세 번에 싣는다,
SKL_2021,SKL_2021_NAME,SKL_2021_DESC,basic,WILD,enemy_all,3,0,2,,EFG_2021,,역할군 개편,CHR_021,추격자 · 전체에 독을 깐다,
SKL_2041,SKL_2041_NAME,SKL_2041_DESC,basic,WILD,enemy_one,6,0,1,,EFG_2041,,역할군 개편,CHR_041,추격자 · 제 몸을 갈아 두 번 친다,
SKL_2001,SKL_2001_NAME,SKL_2001_DESC,basic,DIVINE,ally_others,0,0,1,,EFG_2001,,역할군 개편,CHR_001,교란자 · 제 몸을 깎아 남을 지킨다,
SKL_2022,SKL_2022_NAME,SKL_2022_DESC,basic,WILD,self,0,0,1,,EFG_2022,,역할군 개편,CHR_022,교란자 · 스스로 피를 흘려 밑천을 만든다,
SKL_2036,SKL_2036_NAME,SKL_2036_DESC,basic,WILD,enemy_one,4,0,1,,EFG_2036,,역할군 개편,CHR_036,교란자 · 남의 강화를 먹는다,
SKL_2024,SKL_2024_NAME,SKL_2024_DESC,basic,ARCANE,enemy_one,5,0,3,,EFG_2024,,역할군 개편,CHR_024,교란자 · 한 라운드를 통째로 지운다,
SKL_2035,SKL_2035_NAME,SKL_2035_DESC,basic,ARCANE,enemy_all,0,0,2,,EFG_2035,,역할군 개편,CHR_035,교란자 · 아군을 북돋는다,
SKL_2014,SKL_2014_NAME,SKL_2014_DESC,basic,ARCANE,enemy_all,3,0,2,,EFG_2014,,역할군 개편,CHR_014,교란자 · 전장을 늦춘다,
SKL_2040,SKL_2040_NAME,SKL_2040_DESC,basic,DIVINE,ally_all,0,0,1,,EFG_2040,,역할군 개편,CHR_040,결전자 · 아군을 세운다,
SKL_2010,SKL_2010_NAME,SKL_2010_DESC,basic,ARCANE,enemy_one,8,0,2,,EFG_2010,,역할군 개편,CHR_010,결전자 · 표식을 박는다,
SKL_2008,SKL_2008_NAME,SKL_2008_DESC,basic,ARCANE,enemy_all,3,0,2,,EFG_2008,,역할군 개편,CHR_008,결전자 · 전장을 썩힌다,
SKL_2034,SKL_2034_NAME,SKL_2034_DESC,basic,WILD,enemy_weakest,7,0,2,,EFG_2034,,역할군 개편,CHR_034,결전자 · 다친 것을 끝낸다,
SKL_2006,SKL_2006_NAME,SKL_2006_DESC,basic,WILD,enemy_one,8,0,1,,EFG_2006,,역할군 개편,CHR_006,결전자 · 혼자일수록 세다,
SKL_2013,SKL_2013_NAME,SKL_2013_DESC,basic,WILD,enemy_one,5,0,1,,EFG_2013,,역할군 개편,CHR_013,결전자 · 목을 노린다,
